instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,hour_of_day,season_name,weather_condition,casual_pct,registered_pct,usage_level,user_cluster,weather_group,behavior_cluster,demand_level,rush_category,TimeCluster
1,2011-01-01,1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0.0,3,13,16,2011,1,1,Saturday,0,Spring,Cerah,18.75,81.25,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11577,2012-05-02,2,1,5,13,0,3,1,2,0.58,0.5455,0.78,0.194,49,179,228,2012,5,2,Wednesday,13,Summer,Berawan,21.49122807017544,78.50877192982456,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11578,2012-05-02,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,51,189,240,2012,5,2,Wednesday,14,Summer,Cerah,21.25,78.75,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11579,2012-05-02,2,1,5,15,0,3,1,1,0.64,0.6061,0.65,0.194,52,204,256,2012,5,2,Wednesday,15,Summer,Cerah,20.3125,79.6875,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11580,2012-05-02,2,1,5,16,0,3,1,1,0.64,0.6061,0.65,0.1642,54,313,367,2012,5,2,Wednesday,16,Summer,Cerah,14.713896457765669,85.28610354223434,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11583,2012-05-02,2,1,5,19,0,3,1,1,0.54,0.5152,0.77,0.2537,43,461,504,2012,5,2,Wednesday,19,Summer,Cerah,8.531746031746032,91.46825396825396,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11584,2012-05-02,2,1,5,20,0,3,1,1,0.52,0.5,0.77,0.2537,42,296,338,2012,5,2,Wednesday,20,Summer,Cerah,12.42603550295858,87.57396449704143,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11585,2012-05-02,2,1,5,21,0,3,1,1,0.52,0.5,0.77,0.2239,21,218,239,2012,5,2,Wednesday,21,Summer,Cerah,8.786610878661087,91.21338912133892,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11586,2012-05-02,2,1,5,22,0,3,1,1,0.5,0.4848,0.82,0.2239,27,146,173,2012,5,2,Wednesday,22,Summer,Cerah,15.606936416184972,84.39306358381504,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11587,2012-05-02,2,1,5,23,0,3,1,2,0.5,0.4848,0.77,0.2537,21,77,98,2012,5,2,Wednesday,23,Summer,Berawan,21.428571428571427,78.57142857142857,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11588,2012-05-03,2,1,5,0,0,4,1,2,0.48,0.4697,0.82,0.2239,15,75,90,2012,5,3,Thursday,0,Summer,Berawan,16.666666666666664,83.33333333333334,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11589,2012-05-03,2,1,5,1,0,4,1,2,0.46,0.4545,0.88,0.1045,9,15,24,2012,5,3,Thursday,1,Summer,Berawan,37.5,62.5,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11590,2012-05-03,2,1,5,2,0,4,1,2,0.46,0.4545,0.88,0.1343,4,13,17,2012,5,3,Thursday,2,Summer,Berawan,23.52941176470588,76.47058823529412,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11591,2012-05-03,2,1,5,3,0,4,1,2,0.46,0.4545,0.88,0.0,2,4,6,2012,5,3,Thursday,3,Summer,Berawan,33.33333333333333,66.66666666666666,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11592,2012-05-03,2,1,5,4,0,4,1,2,0.46,0.4545,0.88,0.2537,0,2,2,2012,5,3,Thursday,4,Summer,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11593,2012-05-03,2,1,5,5,0,4,1,2,0.46,0.4545,0.88,0.2537,1,20,21,2012,5,3,Thursday,5,Summer,Berawan,4.761904761904762,95.23809523809523,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11594,2012-05-03,2,1,5,6,0,4,1,2,0.46,0.4545,0.88,0.1642,8,128,136,2012,5,3,Thursday,6,Summer,Berawan,5.88235294117647,94.11764705882352,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11595,2012-05-03,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,8,376,384,2012,5,3,Thursday,7,Summer,Hujan Ringan,2.083333333333333,97.91666666666666,High,Registered Dominant,Bad Weather,High | Registered Dominant | Bad Weather,High,Rush Hour,Commute Time
11596,2012-05-03,2,1,5,8,0,4,1,3,0.46,0.4545,0.88,0.194,19,608,627,2012,5,3,Thursday,8,Summer,Hujan Ringan,3.0303030303030303,96.96969696969697,High,Registered Dominant,Bad Weather,High | Registered Dominant | Bad Weather,High,Rush Hour,Commute Time
11597,2012-05-03,2,1,5,9,0,4,1,2,0.48,0.4697,0.88,0.1045,25,279,304,2012,5,3,Thursday,9,Summer,Berawan,8.223684210526317,91.77631578947368,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11598,2012-05-03,2,1,5,10,0,4,1,2,0.52,0.5,0.77,0.0,36,132,168,2012,5,3,Thursday,10,Summer,Berawan,21.428571428571427,78.57142857142857,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11599,2012-05-03,2,1,5,11,0,4,1,1,0.54,0.5152,0.77,0.0,34,167,201,2012,5,3,Thursday,11,Summer,Cerah,16.91542288557214,83.08457711442786,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11600,2012-05-03,2,1,5,12,0,4,1,1,0.56,0.5303,0.73,0.1343,64,237,301,2012,5,3,Thursday,12,Summer,Cerah,21.262458471760798,78.7375415282392,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11601,2012-05-03,2,1,5,13,0,4,1,1,0.6,0.5909,0.69,0.194,48,217,265,2012,5,3,Thursday,13,Summer,Cerah,18.11320754716981,81.88679245283019,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11602,2012-05-03,2,1,5,14,0,4,1,1,0.64,0.6061,0.65,0.194,33,171,204,2012,5,3,Thursday,14,Summer,Cerah,16.176470588235293,83.82352941176471,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11603,2012-05-03,2,1,5,15,0,4,1,1,0.66,0.6212,0.61,0.194,63,220,283,2012,5,3,Thursday,15,Summer,Cerah,22.261484098939928,77.73851590106007,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11604,2012-05-03,2,1,5,16,0,4,1,1,0.68,0.6364,0.57,0.1642,45,325,370,2012,5,3,Thursday,16,Summer,Cerah,12.162162162162163,87.83783783783784,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11607,2012-05-03,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.194,55,467,522,2012,5,3,Thursday,19,Summer,Cerah,10.53639846743295,89.46360153256705,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11608,2012-05-03,2,1,5,20,0,4,1,1,0.64,0.6061,0.73,0.194,52,368,420,2012,5,3,Thursday,20,Summer,Cerah,12.380952380952381,87.61904761904762,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11609,2012-05-03,2,1,5,21,0,4,1,1,0.62,0.5909,0.78,0.1343,42,257,299,2012,5,3,Thursday,21,Summer,Cerah,14.046822742474916,85.95317725752508,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11610,2012-05-03,2,1,5,22,0,4,1,1,0.62,0.5909,0.78,0.0,29,217,246,2012,5,3,Thursday,22,Summer,Cerah,11.788617886178862,88.21138211382113,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11611,2012-05-03,2,1,5,23,0,4,1,1,0.6,0.5606,0.83,0.0,21,100,121,2012,5,3,Thursday,23,Summer,Cerah,17.355371900826448,82.64462809917356,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11612,2012-05-04,2,1,5,0,0,5,1,1,0.6,0.5758,0.78,0.3284,19,70,89,2012,5,4,Friday,0,Summer,Cerah,21.34831460674157,78.65168539325843,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11613,2012-05-04,2,1,5,1,0,5,1,1,0.6,0.5758,0.78,0.1045,15,33,48,2012,5,4,Friday,1,Summer,Cerah,31.25,68.75,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11614,2012-05-04,2,1,5,2,0,5,1,1,0.58,0.5455,0.83,0.1343,0,11,11,2012,5,4,Friday,2,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11615,2012-05-04,2,1,5,3,0,5,1,1,0.56,0.5303,0.88,0.2239,0,14,14,2012,5,4,Friday,3,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11616,2012-05-04,2,1,5,4,0,5,1,1,0.56,0.5303,0.88,0.194,0,4,4,2012,5,4,Friday,4,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11617,2012-05-04,2,1,5,5,0,5,1,1,0.56,0.5303,0.88,0.194,0,24,24,2012,5,4,Friday,5,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11618,2012-05-04,2,1,5,6,0,5,1,1,0.54,0.5152,0.94,0.1045,8,127,135,2012,5,4,Friday,6,Summer,Cerah,5.9259259259259265,94.07407407407408,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11619,2012-05-04,2,1,5,7,0,5,1,1,0.56,0.5303,0.88,0.0,9,347,356,2012,5,4,Friday,7,Summer,Cerah,2.528089887640449,97.47191011235955,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11620,2012-05-04,2,1,5,8,0,5,1,1,0.56,0.5303,0.88,0.0,34,584,618,2012,5,4,Friday,8,Summer,Cerah,5.501618122977346,94.49838187702265,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11621,2012-05-04,2,1,5,9,0,5,1,1,0.6,0.5758,0.78,0.0,32,262,294,2012,5,4,Friday,9,Summer,Cerah,10.884353741496598,89.1156462585034,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11622,2012-05-04,2,1,5,10,0,5,1,2,0.62,0.5909,0.73,0.1343,45,154,199,2012,5,4,Friday,10,Summer,Berawan,22.613065326633166,77.38693467336684,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11623,2012-05-04,2,1,5,11,0,5,1,2,0.7,0.6515,0.61,0.0,77,181,258,2012,5,4,Friday,11,Summer,Berawan,29.844961240310074,70.15503875968993,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11624,2012-05-04,2,1,5,12,0,5,1,3,0.62,0.5909,0.78,0.3582,46,125,171,2012,5,4,Friday,12,Summer,Hujan Ringan,26.900584795321635,73.09941520467837,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Leisure Time
11625,2012-05-04,2,1,5,13,0,5,1,2,0.64,0.6061,0.73,0.0,71,207,278,2012,5,4,Friday,13,Summer,Berawan,25.539568345323744,74.46043165467626,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11626,2012-05-04,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836,83,159,242,2012,5,4,Friday,14,Summer,Berawan,34.29752066115703,65.70247933884298,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11627,2012-05-04,2,1,5,15,0,5,1,2,0.72,0.6818,0.62,0.1045,103,240,343,2012,5,4,Friday,15,Summer,Berawan,30.029154518950435,69.97084548104957,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11628,2012-05-04,2,1,5,16,0,5,1,1,0.76,0.6818,0.48,0.1642,82,358,440,2012,5,4,Friday,16,Summer,Cerah,18.636363636363637,81.36363636363636,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11630,2012-05-04,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,77,564,641,2012,5,4,Friday,18,Summer,Cerah,12.012480499219969,87.98751950078002,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11631,2012-05-04,2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343,64,388,452,2012,5,4,Friday,19,Summer,Cerah,14.15929203539823,85.84070796460178,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11632,2012-05-04,2,1,5,20,0,5,1,1,0.68,0.6364,0.51,0.1045,58,255,313,2012,5,4,Friday,20,Summer,Cerah,18.53035143769968,81.46964856230032,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11633,2012-05-04,2,1,5,21,0,5,1,1,0.64,0.6061,0.69,0.194,49,186,235,2012,5,4,Friday,21,Summer,Cerah,20.851063829787233,79.14893617021276,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11634,2012-05-04,2,1,5,22,0,5,1,1,0.6,0.5606,0.83,0.1343,50,182,232,2012,5,4,Friday,22,Summer,Cerah,21.551724137931032,78.44827586206897,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11635,2012-05-04,2,1,5,23,0,5,1,1,0.6,0.5606,0.83,0.0896,51,205,256,2012,5,4,Friday,23,Summer,Cerah,19.921875,80.078125,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11636,2012-05-05,2,1,5,0,0,6,0,1,0.6,0.5606,0.83,0.0,42,111,153,2012,5,5,Saturday,0,Summer,Cerah,27.450980392156865,72.54901960784314,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11637,2012-05-05,2,1,5,1,0,6,0,1,0.6,0.5606,0.83,0.0,28,79,107,2012,5,5,Saturday,1,Summer,Cerah,26.168224299065418,73.83177570093457,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11638,2012-05-05,2,1,5,2,0,6,0,1,0.58,0.5455,0.88,0.0,24,51,75,2012,5,5,Saturday,2,Summer,Cerah,32.0,68.0,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11639,2012-05-05,2,1,5,3,0,6,0,1,0.58,0.5455,0.83,0.0,11,21,32,2012,5,5,Saturday,3,Summer,Cerah,34.375,65.625,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11640,2012-05-05,2,1,5,4,0,6,0,1,0.56,0.5303,0.88,0.1045,0,9,9,2012,5,5,Saturday,4,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11641,2012-05-05,2,1,5,5,0,6,0,1,0.56,0.5303,0.88,0.0896,8,14,22,2012,5,5,Saturday,5,Summer,Cerah,36.36363636363637,63.63636363636363,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11642,2012-05-05,2,1,5,6,0,6,0,2,0.54,0.5152,0.94,0.0,9,33,42,2012,5,5,Saturday,6,Summer,Berawan,21.428571428571427,78.57142857142857,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11643,2012-05-05,2,1,5,7,0,6,0,1,0.56,0.5303,0.88,0.0,8,79,87,2012,5,5,Saturday,7,Summer,Cerah,9.195402298850574,90.80459770114942,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
11644,2012-05-05,2,1,5,8,0,6,0,1,0.58,0.5455,0.83,0.0896,42,155,197,2012,5,5,Saturday,8,Summer,Cerah,21.31979695431472,78.68020304568529,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
11645,2012-05-05,2,1,5,9,0,6,0,1,0.62,0.5909,0.78,0.1045,61,223,284,2012,5,5,Saturday,9,Summer,Cerah,21.47887323943662,78.52112676056338,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11646,2012-05-05,2,1,5,10,0,6,0,1,0.66,0.6212,0.65,0.1343,148,284,432,2012,5,5,Saturday,10,Summer,Cerah,34.25925925925926,65.74074074074075,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11647,2012-05-05,2,1,5,11,0,6,0,1,0.7,0.6515,0.58,0.0896,221,354,575,2012,5,5,Saturday,11,Summer,Cerah,38.43478260869565,61.56521739130435,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11648,2012-05-05,2,1,5,12,0,6,0,1,0.72,0.6667,0.58,0.1045,220,330,550,2012,5,5,Saturday,12,Summer,Cerah,40.0,60.0,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
11649,2012-05-05,2,1,5,13,0,6,0,1,0.74,0.6818,0.55,0.1343,217,307,524,2012,5,5,Saturday,13,Summer,Cerah,41.412213740458014,58.587786259541986,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
11650,2012-05-05,2,1,5,14,0,6,0,3,0.7,0.6515,0.61,0.2985,187,241,428,2012,5,5,Saturday,14,Summer,Hujan Ringan,43.69158878504673,56.30841121495327,High,Balanced,Bad Weather,High | Balanced | Bad Weather,High,Non-Rush Hour,Leisure Time
11651,2012-05-05,2,1,5,15,0,6,0,3,0.66,0.6212,0.74,0.194,241,300,541,2012,5,5,Saturday,15,Summer,Hujan Ringan,44.54713493530499,55.45286506469501,High,Balanced,Bad Weather,High | Balanced | Bad Weather,High,Non-Rush Hour,Leisure Time
11652,2012-05-05,2,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,230,310,540,2012,5,5,Saturday,16,Summer,Berawan,42.592592592592595,57.407407407407405,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
11653,2012-05-05,2,1,5,17,0,6,0,2,0.68,0.6364,0.65,0.2985,204,298,502,2012,5,5,Saturday,17,Summer,Berawan,40.63745019920319,59.36254980079681,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Rush Hour,Commute Time
11654,2012-05-05,2,1,5,18,0,6,0,2,0.66,0.6212,0.69,0.3582,156,278,434,2012,5,5,Saturday,18,Summer,Berawan,35.944700460829495,64.0552995391705,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11655,2012-05-05,2,1,5,19,0,6,0,2,0.62,0.5909,0.73,0.3284,151,254,405,2012,5,5,Saturday,19,Summer,Berawan,37.28395061728395,62.71604938271606,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11656,2012-05-05,2,1,5,20,0,6,0,1,0.6,0.5758,0.78,0.2537,100,209,309,2012,5,5,Saturday,20,Summer,Cerah,32.362459546925564,67.63754045307444,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11657,2012-05-05,2,1,5,21,0,6,0,2,0.58,0.5455,0.78,0.2239,86,183,269,2012,5,5,Saturday,21,Summer,Berawan,31.970260223048324,68.02973977695167,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11658,2012-05-05,2,1,5,22,0,6,0,2,0.58,0.5455,0.78,0.194,67,150,217,2012,5,5,Saturday,22,Summer,Berawan,30.87557603686636,69.12442396313364,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11659,2012-05-05,2,1,5,23,0,6,0,2,0.56,0.5303,0.83,0.2836,35,114,149,2012,5,5,Saturday,23,Summer,Berawan,23.48993288590604,76.51006711409396,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11660,2012-05-06,2,1,5,0,0,0,0,2,0.56,0.5303,0.83,0.1343,23,111,134,2012,5,6,Sunday,0,Summer,Berawan,17.16417910447761,82.83582089552239,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11661,2012-05-06,2,1,5,1,0,0,0,2,0.54,0.5152,0.83,0.2239,37,84,121,2012,5,6,Sunday,1,Summer,Berawan,30.57851239669421,69.42148760330579,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11662,2012-05-06,2,1,5,2,0,0,0,2,0.54,0.5152,0.83,0.2836,29,64,93,2012,5,6,Sunday,2,Summer,Berawan,31.182795698924732,68.81720430107528,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11663,2012-05-06,2,1,5,3,0,0,0,2,0.54,0.5152,0.83,0.194,9,19,28,2012,5,6,Sunday,3,Summer,Berawan,32.142857142857146,67.85714285714286,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11664,2012-05-06,2,1,5,4,0,0,0,3,0.52,0.5,0.83,0.1642,9,7,16,2012,5,6,Sunday,4,Summer,Hujan Ringan,56.25,43.75,Low,Balanced,Bad Weather,Low | Balanced | Bad Weather,Low,Non-Rush Hour,Off Time
11665,2012-05-06,2,1,5,5,0,0,0,3,0.52,0.5,0.83,0.1642,1,10,11,2012,5,6,Sunday,5,Summer,Hujan Ringan,9.090909090909092,90.9090909090909,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11666,2012-05-06,2,1,5,6,0,0,0,3,0.52,0.5,0.83,0.2239,3,14,17,2012,5,6,Sunday,6,Summer,Hujan Ringan,17.647058823529413,82.35294117647058,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11667,2012-05-06,2,1,5,7,0,0,0,3,0.52,0.5,0.83,0.1642,5,31,36,2012,5,6,Sunday,7,Summer,Hujan Ringan,13.88888888888889,86.11111111111111,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Rush Hour,Commute Time
11668,2012-05-06,2,1,5,8,0,0,0,2,0.5,0.4848,0.88,0.1343,23,91,114,2012,5,6,Sunday,8,Summer,Berawan,20.175438596491226,79.82456140350878,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
11669,2012-05-06,2,1,5,9,0,0,0,2,0.52,0.5,0.83,0.1642,63,128,191,2012,5,6,Sunday,9,Summer,Berawan,32.98429319371728,67.01570680628272,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
11670,2012-05-06,2,1,5,10,0,0,0,2,0.54,0.5152,0.77,0.1045,112,221,333,2012,5,6,Sunday,10,Summer,Berawan,33.633633633633636,66.36636636636636,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11671,2012-05-06,2,1,5,11,0,0,0,1,0.56,0.5303,0.73,0.1045,144,270,414,2012,5,6,Sunday,11,Summer,Cerah,34.78260869565217,65.21739130434783,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11672,2012-05-06,2,1,5,12,0,0,0,2,0.6,0.6061,0.64,0.0896,207,351,558,2012,5,6,Sunday,12,Summer,Berawan,37.096774193548384,62.903225806451616,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11673,2012-05-06,2,1,5,13,0,0,0,2,0.6,0.6061,0.64,0.0,197,368,565,2012,5,6,Sunday,13,Summer,Berawan,34.86725663716814,65.13274336283186,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11674,2012-05-06,2,1,5,14,0,0,0,2,0.6,0.6061,0.64,0.1045,226,292,518,2012,5,6,Sunday,14,Summer,Berawan,43.62934362934363,56.37065637065637,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
11675,2012-05-06,2,1,5,15,0,0,0,2,0.62,0.6061,0.61,0.1045,229,342,571,2012,5,6,Sunday,15,Summer,Berawan,40.10507880910683,59.89492119089317,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
11676,2012-05-06,2,1,5,16,0,0,0,2,0.62,0.6061,0.61,0.0,181,363,544,2012,5,6,Sunday,16,Summer,Berawan,33.27205882352941,66.72794117647058,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11677,2012-05-06,2,1,5,17,0,0,0,2,0.62,0.6061,0.65,0.1343,195,316,511,2012,5,6,Sunday,17,Summer,Berawan,38.16046966731898,61.839530332681015,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11678,2012-05-06,2,1,5,18,0,0,0,2,0.62,0.6061,0.61,0.194,131,332,463,2012,5,6,Sunday,18,Summer,Berawan,28.293736501079913,71.70626349892008,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11679,2012-05-06,2,1,5,19,0,0,0,2,0.6,0.6061,0.64,0.1642,117,266,383,2012,5,6,Sunday,19,Summer,Berawan,30.548302872062667,69.45169712793734,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11680,2012-05-06,2,1,5,20,0,0,0,1,0.6,0.6061,0.64,0.194,73,203,276,2012,5,6,Sunday,20,Summer,Cerah,26.44927536231884,73.55072463768117,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
